A�o,trimestre,fgt0,fgt1,fgt2,a25,a50,a75,ingreso_promedio,salario
1997,1,0.30514565211846,0.116295052922157,0.0637785328988278,0.102417999338304,0.191307847933641,0.269374543761892,145.855820880527,23.7571271381414
1997,2,0.312067903723275,0.122325643110476,0.0673026645861966,0.101481018757048,0.189682791615878,0.267284632931315,140.926241333838,25.0075022506752
1997,3,0.33637554512939,0.132494806453933,0.072649209510344,0.101179627956467,0.189120936153782,0.266479812530531,134.064310998215,25.0075022506752
1997,4,0.377545097563162,0.151275761719305,0.0836862859139375,0.101425611054884,0.189670798886223,0.267376411298009,124.387171351983,25.0075022506752
1998,1,0.327516709478415,0.133478425763708,0.0753338449338614,0.0992226722209984,0.188523030988176,0.269040562093146,129.134281260125,18.3607520564042
1998,2,0.363249330561909,0.151462238808082,0.0861654507896201,0.0979448502444656,0.186114691962316,0.265679556682571,116.540454420917,18.3607520564042
1998,3,0.429136202184131,0.174846677426604,0.099798343077693,0.0984157606774187,0.186698067682246,0.266081187746575,105.461861440468,18.3607520564042
1998,4,0.526719825361145,0.226436341919022,0.132678957345745,0.0996602864630465,0.189216029507892,0.269847990717067,89.0076937982397,18.3607520564042
1999,1,0.467870656806955,0.201811924685756,0.117481244575752,0.0939815801914559,0.180514412820571,0.259981991437842,88.4715113587729,8.40703500689377
1999,2,0.516301817068703,0.228496501462717,0.134414048258202,0.0935616260635286,0.179649174225893,0.258790180697791,79.8352811875479,8.40703500689377
1999,3,0.618022575711506,0.292843272753843,0.178729939483966,0.092939697833051,0.178789356075104,0.257967354384699,64.6748237819083,8.40703500689377
1999,4,0.777520370320225,0.432663511091426,0.286815620485408,0.0936940017131456,0.180057560178825,0.259450658499606,43.2591384416544,8.40703500689377
2000,1,0.8747301,0.6342983,0.53959155,0.19491631,0.4449501,0.79158765,46.357952,4
2000,2,0.8744221,0.6311946,0.53581667,0.1929965,0.44104952,0.7872208,47.15017,56.7
2000,3,0.873098,0.6304877,0.53453225,0.19186687,0.43838376,0.7837193,47.660362,56.7
2000,4,0.8759771,0.6335824,0.537968,0.19342089,0.4415834,0.7874155,47.56482,56.7
2001,1,0.874299179,0.606891102,0.470210806,0.15520591,0.283548967,0.393401453,41.19053913,85.65
2001,2,0.836969958,0.586455573,0.461992969,0.139886543,0.271720438,0.394726373,42.49128274,85.65
2001,3,0.854581722,0.564194474,0.422215841,0.169246022,0.297548674,0.401517003,50.39980691,85.65
2001,4,0.860794646,0.570778266,0.429026641,0.171996252,0.300105066,0.402658151,49.69345149,85.65
2002,1,0.237813183,0.102961102,0.067054825,0.119761736,0.226674865,0.340614688,200.1365758,104.88
2002,2,0.232731004,0.101657647,0.06593791,0.119247157,0.22536946,0.337584304,201.9273194,104.88
2002,3,0.224405217,0.094674652,0.059720746,0.117169831,0.220282693,0.325917932,205.5473135,104.88
2002,4,0.261631622,0.117045291,0.0769375,0.133010844,0.250019651,0.372499392,210.6434025,104.88
2003,1,0.458524052,0.22308941,0.147864926,0.099362998,0.202368692,0.333797074,98.93532299,129.91
2003,2,0.454086508,0.224583516,0.150519943,0.099856912,0.204274411,0.339471048,100.0957666,129.91
2003,3,0.440905809,0.213425863,0.14099504,0.097121446,0.198108092,0.328060245,102.3343703,129.91
2003,4,0.478854919,0.227408446,0.142516664,0.099766674,0.192090015,0.281708417,97.77496907,129.91
2004,1,0.443284276,0.204426745,0.126510056,0.09200687,0.179408465,0.267038626,98.69710109,135.63
2004,2,0.322640643,0.118932281,0.063132325,0.078680519,0.152751496,0.225701957,126.3302292,135.63
2004,3,0.408552191,0.183033804,0.110981499,0.094930042,0.182310958,0.266256329,107.8983153,135.63
2004,4,0.403097709,0.180636254,0.109593717,0.099155666,0.18993649,0.277419134,113.3370311,135.63
2005,1,0.257630253513089,0.107017439585228,0.0628015159240756,0.0773448410125029,0.151541899502667,0.226253154852822,136.425137940569,150
2005,2,0.264598379760521,0.0994511621897632,0.0526282290443999,0.0827292089379382,0.158865239557627,0.232562468151945,136.633803363633,150
2005,3,0.297420398442811,0.122079183583983,0.070364059700132,0.0974207404013042,0.186945336616846,0.277241424443129,143.932640665985,150
2005,4,0.35897298876923,0.156552277752252,0.0936710093828775,0.0921348963205955,0.178127376226732,0.263107502414983,119.495270750703,150
2006,1,0.340541644243067,0.136865359619408,0.0752071651958384,0.0723764267625894,0.140827399470772,0.206681714063382,138.66147134788,160
2006,2,0.362949024454655,0.134059327269583,0.0740810533994722,0.0693695222566005,0.136858153457258,0.205855141968865,137.339136176946,160
2006,3,0.358242487896836,0.142040881327783,0.0791484797383168,0.0929393596236588,0.178630420952117,0.264136923367762,158.856369975242,160
2006,4,0.417253588907436,0.177964050271748,0.104439716908521,0.0833088028696202,0.161317066349666,0.239142270996344,125.703265073749,160
2007,1,0.340724421546054,0.124824182511323,0.066112745020936,0.0690856330293253,0.13451336505303,0.199888522020651,136.722248756369,170
2007,2,0.322791979919243,0.124678002341966,0.0691052201054675,0.0751468621131109,0.146201932417159,0.217720617123994,146.93887182671,170
2007,3,0.328467608046436,0.128504142772992,0.0715926929724314,0.0882078453279703,0.170511845552922,0.252934573789296,162.516289540663,170
2007,4,0.41661999036185,0.174782667461857,0.102617897845624,0.0875465362918946,0.169214457764327,0.249066078766021,131.096809976169,170
2008,1,0.292304988930485,0.0994883383485269,0.052231453154662,0.0743356498136804,0.144192436217398,0.21285910686451,164.140704281527,200
2008,2,0.345264676888848,0.130290947403407,0.0741099415131667,0.077470513153887,0.151131206145487,0.225921349127801,145.497515397711,200
2008,3,0.268449294239937,0.0981620654152704,0.0537826874884869,0.0735032883233735,0.143609294810022,0.215918676282482,165.631862210573,200
2008,4,0.317999885030035,0.127082093227864,0.0721046050160771,0.0691721666200376,0.136114427491948,0.204237366998729,147.699022907662,200
2009,1,0.299999577914233,0.112162737731989,0.0619493092973303,0.0644824676887961,0.127363340220251,0.191568578678347,141.552545466135,218
2009,2,0.275935667125599,0.0946794554002567,0.048819031904107,0.0638305032312428,0.124540492630677,0.184184626634307,151.40894706453,218
2009,3,0.336544020633945,0.137210978616904,0.0794383572594317,0.0923033498281027,0.178697480742806,0.268395742955028,161.819192006992,218
2009,4,0.393585387709167,0.165633857018903,0.0958537685605618,0.079244768309318,0.153967780696503,0.22785851897076,129.911216002403,218
2010,1,0.301559691751048,0.108628837729118,0.0580797693060752,0.0722799468678073,0.139682503444423,0.206296641279991,148.597572313063,240
2010,2,0.371900394211461,0.155842905072658,0.0913858354616994,0.0863663088657239,0.167410078464642,0.247514593433897,141.171563641217,240
2010,3,0.287112614956282,0.112336808234517,0.0624535418772169,0.0844931621020368,0.163327726956467,0.243627849657418,169.17767385654,240
2010,4,0.354874052453846,0.143833606541942,0.0812289659806536,0.0760335406567824,0.148549197691644,0.221577553488635,140.409554794786,240
2011,1,0.270668390164804,0.105339560876708,0.0568019608924198,0.074082780469727,0.143526078800749,0.213277098585868,157.5251360233,264
2011,2,0.321280884265911,0.134977270760617,0.077590097095785,0.077497681360477,0.15101772530214,0.224565227680847,144.253138567951,264
2011,3,0.265079168214689,0.0877104439889704,0.0445462628572046,0.0719116275777618,0.140659028334519,0.210550569110548,176.874770038321,264
2011,4,0.319426202143644,0.131304511051222,0.0755393856777663,0.0701669787389802,0.139443870651166,0.21182899157492,146.921105473691,264
2012,1,0.233920142498728,0.084235172809989,0.0426977252342092,0.0653040141578654,0.127877656850698,0.191476094040348,170.066976740907,292
2012,2,0.296246865792118,0.115387504543686,0.0636182001568183,0.0645910858396056,0.128642582968681,0.19694020093895,147.587331317834,292
2012,3,0.217925297802587,0.0749064263488116,0.0368439093061381,0.0588962463998751,0.115768892530001,0.172716892112048,174.844932322896,292
2012,4,0.304931786414863,0.125809250107742,0.0718419262515523,0.067740819593846,0.135114537794276,0.205530241202269,150.348740084467,292
2013,1,0.217927237432125,0.0730213106587688,0.0370622381239538,0.058873888762192,0.116335404271285,0.176096996636091,169.587500956874,318
2013,2,0.290687839772582,0.118196826892518,0.0676502393244059,0.0693104730407755,0.13761535236493,0.20903415353438,152.865941137518,318
2013,3,0.211170011906046,0.0772136463104896,0.0411673598339273,0.0780104091114585,0.152346492268645,0.229537375149926,202.512789000565,318
2013,4,0.264032389692874,0.10092514260478,0.0549220938149572,0.0733783303538846,0.142936934705157,0.211423328670416,168.290119799839,318
2014,1,0.271453761254712,0.106019760795819,0.0579839235774769,0.0728511892163564,0.140891015343157,0.207102855308805,157.179653058169,340
2014,2,0.257244491413812,0.0955730346786159,0.0510188185722703,0.0703996631612881,0.137217079031304,0.202794527157579,167.435104691687,340
2014,3,0.251046095891296,0.101166136517277,0.056096847437296,0.0740252145364647,0.145747626738096,0.216874430617817,180.88316782827,340
2014,4,0.252778673575889,0.0972242566436643,0.0530621714569075,0.0684968549204069,0.133549389603244,0.19819270755254,165.983729367438,340
2015,1,0.299203114304464,0.113195869436212,0.0615595475058256,0.066313499970004,0.131042439379512,0.198125346596726,148.560610157369,354
2015,2,0.255943134208034,0.0980763310937675,0.0525817717510778,0.0662955613549158,0.129458729698754,0.191069378072405,159.773571099414,354
2015,3,0.253087863831941,0.0973398837059254,0.0535896493716926,0.0731414217272389,0.144294239160383,0.215751852733434,183.438169243091,354
2015,4,0.259539728727927,0.0981340351989924,0.053080976585854,0.0693280943710489,0.134864997328688,0.19906735023031,167.649467107967,354
2016,1,0.29592381335307,0.125787711458488,0.0728088831953352,0.0753372688103221,0.14677533417222,0.218532433684936,148.70005965896,366
2016,2,0.308365441671347,0.122995945010371,0.0689466300496893,0.0698011485985951,0.137297168321636,0.205733730871291,146.282945095504,366
2016,3,0.278725542653622,0.10883622339578,0.0591196539859407,0.0668464870937942,0.132118834937672,0.199750165354708,156.951562701367,366
2016,4,0.273593991196595,0.10888798755994,0.0597345304304775,0.0648812782954787,0.127654618626647,0.190151841969967,158.149811482659,366
2017,1,0.292978062955572,0.122315653599269,0.0712495474352641,0.0679881816334453,0.13497201056313,0.206737450020821,144.445282488478,375
2017,2,0.295090996101654,0.116762624628203,0.0647735607963301,0.0665560690493989,0.13136356135915,0.198904161467365,146.678585986962,375
2017,3,0.265956077171539,0.10869646002352,0.0626575666361418,0.0754461811981521,0.147526302140193,0.218328229900567,169.675620449832,375
2017,4,0.267326248329673,0.107693122827401,0.0606297960266518,0.0662869761808827,0.130359617085213,0.194169435955819,159.791910037026,375
2018,1,0.211362430269121,0.0788853443498958,0.0442787849622271,0.0833313684539154,0.159224418298439,0.236692490314603,189.33863129242,386
2018,2,0.220336126905296,0.0847867910244125,0.0476782942553632,0.0837270484763627,0.16060876726914,0.24021850983904,186.812122610491,386
2018,3,0.20718942906929,0.0784234568920078,0.0449647998737307,0.0919577160145092,0.176756323982843,0.260944571304113,222.770975153397,386
2018,4,0.207737628342273,0.0728696677915941,0.0390645656966297,0.078902041832584,0.151439729942455,0.224212462463945,196.880662823469,386
2019,1,0.220887619084267,0.0884640967363258,0.0516534108913667,0.0830472894170136,0.160932656100718,0.243602076476108,186.192748261746,394
2019,2,0.240394836992057,0.0928115330557605,0.0519160926885995,0.0846415405629398,0.163222504735912,0.244187340235336,186.394683010147,394
2019,3,0.215577699102727,0.0874424295179449,0.0515782235460507,0.0899823093652362,0.17498384749096,0.263367344176913,213.829858464344,394
2019,4,0.225708508225063,0.0880868938370953,0.050553930770763,0.0813048188384816,0.157835038241429,0.238917845229207,191.495184874677,394
2020,1,,,,,,,,400
2020,2,,,,,,,,400
2020,3,0.251746468431471,0.113112022140946,0.0755349019391323,0.0957421553123454,0.189729953404983,0.303657852034206,188.690868651446,400
2020,4,0.26910328213766,0.105264432803408,0.0600919924919533,0.085250288536176,0.164100479760636,0.246085075025019,173.806207810774,400
2021,1,0.390225998833349,0.172621605148998,0.106442190118253,0.103595672989032,0.201368816324966,0.301986633173887,163.141942542522,400
2021,2,0.380988091906653,0.171674315365727,0.106477452018374,0.0961547566546679,0.188361471688765,0.286507974665167,148.357226336934,400
2021,3,0.285487189981573,0.112845227507048,0.0670127909368829,0.0890526322183039,0.173182414107862,0.26498423797342,173.903073907398,400
2021,4,0.281002274665697,0.119876579667627,0.0737850790432941,0.0897782064254979,0.175293356931376,0.271832569151017,170.28184983789,400
2022,1,0.277295974220931,0.117978009215646,0.0750667853924443,0.0954312079388376,0.187539623238802,0.290012463536841,192.183866792189,425
2022,2,0.266960936626942,0.112837378753351,0.0703197134612638,0.0870253083677484,0.171107983405324,0.266416790199506,175.179022312016,425
2022,3,0.279769157899345,0.116155319371583,0.0719633123125754,0.0876281547677856,0.172544724885053,0.270283805369733,174.315171709716,425
2022,4,0.27288121957496,0.109791048106779,0.0644279680915567,0.0837454357340382,0.16323877482993,0.249942368971964,174.486249673756,425
2023,1,0.255865602514933,0.0988069238682046,0.0575102187414634,0.088259626692031,0.171276372130814,0.258131508093677,199.992301832188,450
2023,2,0.243407480398727,0.0972524126238267,0.0563874631178492,0.0807397975017092,0.157060109087441,0.236522340999295,183.960192611102,450
2023,3,0.254376697183112,0.0994704095053137,0.0594756744814655,0.0796942740808787,0.1558184174043,0.236216592646966,178.255669343897,450
2023,4,0.263252574435498,0.106139360075793,0.0611830586235161,0.0757314931283598,0.148810378939704,0.226414098817776,171.339452888351,450
2024,1,0.267800847582918,0.104461326742862,0.0598559685344819,0.0865614324419553,0.169773691510213,0.257962874553359,200.695345649481,460
2024,2,0.248138411572215,0.0920921515428174,0.0516613572065635,0.0782879276779232,0.15310983782018,0.232121968765958,186.78320139287,460
2024,3,0.23347382080128,0.0879353847568631,0.0494869368695392,0.075230727560628,0.147168987214373,0.222686942273477,185.059067015877,460
2024,4,0.273772505962366,0.115417238326315,0.0726527627114447,0.0794520525667071,0.15838279959421,0.249179219675871,171.302680217055,460
